idx,condition,method,k,logp_A,logp_B,logit_diff_A_minus_B,p_A,p_B,top_token_id,top_token
15,baseline,,0.0,-7.626008152983559,-0.0010097836038767127,-7.624998369379682,0.0004876034168073382,0.9989907260560235,33,B
16,baseline,,0.0,-7.875812768944797,-0.0008133890280532796,-7.874999379916744,0.00037982012637881253,0.9991869416831305,33,B
17,baseline,,0.0,-8.75091540813878,-0.0009155827021913865,-8.74999982543659,0.00015831633470188563,0.9990848363157593,33,B
18,baseline,,0.0,-8.37592649463113,-0.0009278457382606575,-8.37499864889287,0.0002303463540378173,0.9990725845774971,33,B
19,baseline,,0.0,-8.500559687616487,-0.0005600067682962617,-8.499999680848191,0.00020335452214647394,0.9994401500062277,33,B
20,baseline,,0.0,-7.37640643120676,-0.00140698580685239,-7.374999445399908,0.0006258458700191386,0.9985940035336276,33,B
21,baseline,,0.0,-8.000894784928846,-0.0008952174691785331,-7.999999567459668,0.000335162595251239,0.9991051831184334,33,B
22,baseline,,0.0,-7.875905036929225,-0.0009056980503601153,-7.874999338878865,0.0003797850827580334,0.9990947119703247,33,B
23,baseline,,0.0,-7.501770973207385,-0.0017714275754769915,-7.499999545631908,0.0005521057393671015,0.9982301404763172,33,B
24,baseline,,0.0,-7.376207113270766,-0.0012079303876362246,-7.37499918288313,0.000625970624758717,0.9987927988666154,33,B
25,baseline,,0.0,-8.250512123112003,-0.0005127058270772977,-8.249999417284926,0.0002611247950105687,0.9994874255840959,33,B
26,baseline,,0.0,-8.50074195863408,-0.0007429904758282646,-8.499998968158252,0.00020331745988858054,0.9992572854732485,33,B
27,baseline,,0.0,-8.126241207141902,-0.0012428127342900552,-8.124998394407612,0.0002956775051718067,0.9987579592376176,33,B
28,baseline,,0.0,-8.126237154010369,-0.0012381727594856784,-8.124998981250883,0.00029567870359405537,0.9987625934601354,33,B
29,baseline,,0.0,-8.001569032696352,-0.001570769601585198,-7.999998263094767,0.0003349366887866623,0.9984304634113079,33,B
0,SU −1.0σ,SU,-1.0,-11.255311134911608,-4.723877963493578,-6.53143317141803,1.2938397272963816e-05,0.008880672760825534,248046,<|im_end|>
1,SU −1.0σ,SU,-1.0,-11.14080875297077,-4.765542953740805,-6.375265799229965,1.4508022974493072e-05,0.008518261964388131,248046,<|im_end|>
2,SU −1.0σ,SU,-1.0,-10.423996572964825,-3.736152813071385,-6.68784375989344,2.97109000936801e-05,0.02384566562244876,248045,<|im_start|>
3,SU −1.0σ,SU,-1.0,-11.04658757778816,-4.608773883897811,-6.437813693890348,1.594145549706328e-05,0.009964027876166275,248046,<|im_end|>
4,SU −1.0σ,SU,-1.0,-10.525374602817465,-4.212630241643637,-6.312744361173827,2.684651332945802e-05,0.014807370111689795,248046,<|im_end|>
5,SU −1.0σ,SU,-1.0,-10.073040960065555,-3.9478517145616934,-6.1251892455038615,4.220208375479919e-05,0.01929611083414321,248046,<|im_end|>
6,SU −1.0σ,SU,-1.0,-10.762848455109634,-4.168860882055014,-6.593987573054619,2.1171630527664485e-05,0.015469872099861746,248046,<|im_end|>
7,SU −1.0σ,SU,-1.0,-11.087044681305997,-4.180449954234064,-6.9065947270719334,1.5309382514049378e-05,0.015291625486897602,248046,<|im_end|>
8,SU −1.0σ,SU,-1.0,-10.89256782195298,-4.079900211072527,-6.812667610880453,1.8595929933806243e-05,0.016909152914752687,248046,<|im_end|>
9,SU −1.0σ,SU,-1.0,-11.064121291448828,-4.501419314183295,-6.562701977265533,1.5664378771491762e-05,0.011093240565875904,248046,<|im_end|>
10,SU −1.0σ,SU,-1.0,-10.95022470242111,-4.606223076116294,-6.3440016263048165,1.7554070415787054e-05,0.009989476639661248,248046,<|im_end|>
11,SU −1.0σ,SU,-1.0,-10.807235683198087,-4.2757558519952,-6.531479831202887,2.025243179057945e-05,0.013901537242216867,248046,<|im_end|>
12,SU −1.0σ,SU,-1.0,-9.323002435616218,-4.635405678884126,-4.687596756732091,8.934525392040828e-05,0.00970217027426209,248046,<|im_end|>
13,SU −1.0σ,SU,-1.0,-11.275147775246296,-4.649857343640178,-6.625290431606118,1.2684271770826645e-05,0.00956296605116691,248046,<|im_end|>
14,SU −1.0σ,SU,-1.0,-10.561911211931147,-4.093058319645934,-6.468852892285213,2.58833355361744e-05,0.016688117835682127,248046,<|im_end|>
15,SU −1.0σ,SU,-1.0,-10.954834845557343,-4.48579117609188,-6.469043669465464,1.7473329894228366e-05,0.011267969045450766,248046,<|im_end|>
16,SU −1.0σ,SU,-1.0,-10.392659834818915,-3.829894512426108,-6.562765322392806,3.065668429115454e-05,0.021711905845324002,248046,<|im_end|>
17,SU −1.0σ,SU,-1.0,-11.283940943947528,-4.533690142328851,-6.750250801618677,1.257322576791588e-05,0.010740967154473677,248046,<|im_end|>
18,SU −1.0σ,SU,-1.0,-10.895054669119418,-4.1136451899656095,-6.781409479153808,1.8549742152922767e-05,0.016348073947312636,248046,<|im_end|>
19,SU −1.0σ,SU,-1.0,-10.586055970285088,-4.210840281913988,-6.3752156883710995,2.526587289392941e-05,0.01483389844313125,248046,<|im_end|>
20,SU −1.0σ,SU,-1.0,-10.90876108116936,-4.470925432746299,-6.437835648423061,1.8297226240372757e-05,0.011436727029936788,248046,<|im_end|>
21,SU −1.0σ,SU,-1.0,-10.43304352503037,-3.651658591697924,-6.781384933332447,2.944331922541551e-05,0.025948055838428054,248046,<|im_end|>
22,SU −1.0σ,SU,-1.0,-10.411664561193902,-3.911455059540458,-6.500209501653444,3.007956377364024e-05,0.02001136214398982,248046,<|im_end|>
23,SU −1.0σ,SU,-1.0,-10.805571180884726,-4.399186786729842,-6.406384394154884,2.028617008108783e-05,0.012287328059500086,248046,<|im_end|>
24,SU −1.0σ,SU,-1.0,-11.241461909958161,-4.584888229612261,-6.6565736803459,1.311883059422959e-05,0.010204890328557148,248046,<|im_end|>
25,SU −1.0σ,SU,-1.0,-10.655990756698884,-4.280404660385102,-6.375586096313782,2.3559280075875617e-05,0.013837061642724038,248045,<|im_start|>
26,SU −1.0σ,SU,-1.0,-10.574110982648563,-3.7614207834703848,-6.812690199178178,2.556948313356658e-05,0.02325068271089583,248046,<|im_end|>
27,SU −1.0σ,SU,-1.0,-10.793905386468396,-4.13734146906063,-6.656563917407766,2.052421013432899e-05,0.01596523921743696,248046,<|im_end|>
28,SU −1.0σ,SU,-1.0,-10.902605466137175,-4.496146315301303,-6.406459150835872,1.8410204289210157e-05,0.011151889703503488,248046,<|im_end|>
29,SU −1.0σ,SU,-1.0,-10.918629185995087,-4.137126745190471,-6.781502440804616,1.811755525787747e-05,0.01596866770346545,248046,<|im_end|>
0,SU −0.9σ,SU,-0.9,-10.86516946493066,-4.2088322374620475,-6.656337227468612,1.9112471747511205e-05,0.014863715497566867,248046,<|im_end|>
1,SU −0.9σ,SU,-0.9,-10.723414732870879,-4.410810351197142,-6.3126043816737365,2.2023186387970663e-05,0.012145332356490785,248046,<|im_end|>
2,SU −0.9σ,SU,-0.9,-9.947348791407421,-3.19722344056936,-6.750125350838061,4.785433773488197e-05,0.04087553992942634,248046,<|im_end|>
3,SU −0.9σ,SU,-0.9,-10.50383972923737,-3.8475209811585955,-6.656318748078775,2.743091957262755e-05,0.02133255474769028,248046,<|im_end|>
4,SU −0.9σ,SU,-0.9,-9.672886664542602,-3.4227999127760995,-6.250086751766503,6.296782574143444e-05,0.032620971079663566,248046,<|im_end|>
5,SU −0.9σ,SU,-0.9,-9.512197905540233,-3.4183942802192178,-6.093803625321016,7.394434032520107e-05,0.03276500413728462,248046,<|im_end|>
6,SU −0.9σ,SU,-0.9,-10.183566890540533,-3.620998732832959,-6.562568157707574,3.778618907302507e-05,0.026755941107246363,248046,<|im_end|>
7,SU −0.9σ,SU,-0.9,-10.725794890866382,-3.7256508414284326,-7.000144049437949,2.1970830057689153e-05,0.02409741172807249,248046,<|im_end|>
8,SU −0.9σ,SU,-0.9,-10.387761742662406,-3.450213356903987,-6.937548385758419,3.080721190413981e-05,0.03173886394987307,248046,<|im_end|>
9,SU −0.9σ,SU,-0.9,-10.599257888563443,-4.067928764561657,-6.531329124001786,2.493450704996518e-05,0.017112796456196552,248046,<|im_end|>
10,SU −0.9σ,SU,-0.9,-10.478091432218207,-3.978000275878003,-6.500091156340204,2.814639058958455e-05,0.01872304284733718,248046,<|im_end|>
11,SU −0.9σ,SU,-0.9,-10.273900102591142,-3.7425533459463622,-6.53134675664478,3.452247134619061e-05,0.023693528055837222,248046,<|im_end|>
12,SU −0.9σ,SU,-0.9,-8.333951754379086,-4.146371589857154,-4.187580164521933,0.0002402208728310691,0.01582172015125779,248046,<|im_end|>
13,SU −0.9σ,SU,-0.9,-10.930495605658507,-4.336633964267094,-6.593861641391413,1.790383529713846e-05,0.01308048355935098,248046,<|im_end|>
14,SU −0.9σ,SU,-0.9,-10.110331722942647,-3.516534653987037,-6.59379706895561,4.065731761904279e-05,0.029702185382235787,248046,<|im_end|>
15,SU −0.9σ,SU,-0.9,-10.407753760489868,-3.782652828434948,-6.62510093205492,3.019742927684659e-05,0.022762226976682343,248046,<|im_end|>
16,SU −0.9σ,SU,-0.9,-9.749093485617777,-3.280250899581006,-6.4688425860367715,5.8347532641541125e-05,0.037618817077570935,248046,<|im_end|>
17,SU −0.9σ,SU,-0.9,-10.863436284824274,-4.019596198544605,-6.84384008627967,1.9145625826023163e-05,0.017960215836736994,248046,<|im_end|>
18,SU −0.9σ,SU,-0.9,-10.658189119101735,-3.8456331117777154,-6.8125560073240194,2.3507545127236957e-05,0.02137286586370264,248046,<|im_end|>
19,SU −0.9σ,SU,-0.9,-10.165817075583618,-3.7282132837572135,-6.437603791826405,3.84628746932112e-05,0.024035742545851755,248046,<|im_end|>
20,SU −0.9σ,SU,-0.9,-10.592880490177777,-4.248957379546482,-6.3439231106312945,2.5094032472886353e-05,0.014279113846742315,248046,<|im_end|>
21,SU −0.9σ,SU,-0.9,-9.880606470920611,-2.9430430753855035,-6.937563395535108,5.11572430789228e-05,0.05270509886884783,248046,<|im_end|>
22,SU −0.9σ,SU,-0.9,-9.96277314267354,-3.3064461625472177,-6.656326980126323,4.7121878992104626e-05,0.03664617716833467,248046,<|im_end|>
23,SU −0.9σ,SU,-0.9,-10.233056097989902,-3.639315868029371,-6.593740229960531,3.596169916348219e-05,0.026270310178428367,248046,<|im_end|>
24,SU −0.9σ,SU,-0.9,-10.77728718938306,-4.277112430310808,-6.500174759072252,2.086813529646944e-05,0.013882691503990524,248046,<|im_end|>
25,SU −0.9σ,SU,-0.9,-10.011456729786005,-3.542510269442573,-6.468946460343432,4.488276321039698e-05,0.028940587150406514,248046,<|im_end|>
26,SU −0.9σ,SU,-0.9,-10.156699957180535,-3.3128825105086435,-6.843817446671892,3.88151486976812e-05,0.03641106705751444,248046,<|im_end|>
27,SU −0.9σ,SU,-0.9,-10.298719481797889,-3.548620581452269,-6.75009890034562,3.367619056261619e-05,0.028764290296083513,248046,<|im_end|>
28,SU −0.9σ,SU,-0.9,-10.53962176197092,-4.0707872732309625,-6.468834488739958,2.6466738561039258e-05,0.01706394922754492,248046,<|im_end|>
29,SU −0.9σ,SU,-0.9,-10.72058163912152,-3.8454925158875994,-6.87508912323392,2.2085668606866923e-05,0.021375871012053876,248046,<|im_end|>
0,SU −0.85σ,SU,-0.85,-10.336926355957985,-3.618145367348916,-6.718780988609069,3.241379818362077e-05,0.026832394609114803,248046,<|im_end|>
1,SU −0.85σ,SU,-0.85,-10.036900896797306,-3.6618496480805334,-6.3750512487167725,4.3755164920745555e-05,0.025684960624472418,248046,<|im_end|>
2,SU −0.85σ,SU,-0.85,-9.45888294420729,-2.5213262125471374,-6.937556731660152,7.799366564847578e-05,0.08035297093602999,248046,<|im_end|>
3,SU −0.85σ,SU,-0.85,-9.843593269673875,-3.0623187189921737,-6.781274550681701,5.308621490791489e-05,0.04677910177807475,248046,<|im_end|>
4,SU −0.85σ,SU,-0.85,-9.188435690273764,-2.8759142367489403,-6.312521453524823,0.000102214635057688,0.0563645853657443,248046,<|im_end|>
5,SU −0.85σ,SU,-0.85,-9.153286831831792,-3.090755128476303,-6.062531703355489,0.00010587124924978188,0.0454676075528982,248046,<|im_end|>
6,SU −0.85σ,SU,-0.85,-9.87953176801966,-3.254501853720285,-6.625029914299375,5.1212251470008605e-05,0.03860004434336065,248046,<|im_end|>
7,SU −0.85σ,SU,-0.85,-10.28123476698238,-3.0624152859963942,-7.218819480985985,3.427018694662848e-05,0.04677458467846081,248046,<|im_end|>
8,SU −0.85σ,SU,-0.85,-10.086813101763255,-3.024288071639603,-7.062525030123652,4.162485464160842e-05,0.048592403268583315,248046,<|im_end|>
9,SU −0.85σ,SU,-0.85,-10.349813007982448,-3.7872689111391082,-6.5625440968433395,3.199877273336191e-05,0.022657396792971372,248046,<|im_end|>
10,SU −0.85σ,SU,-0.85,-10.135991599177942,-3.760940709616989,-6.375050889560953,3.962732710941561e-05,0.023261847435470683,248046,<|im_end|>
11,SU −0.85σ,SU,-0.85,-9.675785083250958,-3.238224538421491,-6.437560544829466,6.278558285296235e-05,0.0392334908540126,248046,<|im_end|>
12,SU −0.85σ,SU,-0.85,-7.434486808546353,-3.5594582088233437,-3.8750285997230094,0.0005905319550519842,0.028454236793176328,248046,<|im_end|>
13,SU −0.85σ,SU,-0.85,-10.494777234649519,-3.775974558724556,-6.718802675924962,2.7680641977651665e-05,0.022914747989009922,248046,<|im_end|>
14,SU −0.85σ,SU,-0.85,-9.481646678381367,-2.919130469497759,-6.562516208883608,7.62382937859583e-05,0.05398060468165295,248046,<|im_end|>
15,SU −0.85σ,SU,-0.85,-10.01119687499886,-3.354875724937301,-6.656321150061558,4.48944277267521e-05,0.03491370878850693,248046,<|im_end|>
16,SU −0.85σ,SU,-0.85,-9.395326039288193,-2.895285040460294,-6.500040998827899,8.311161958958787e-05,0.055283264881380516,248046,<|im_end|>
17,SU −0.85σ,SU,-0.85,-10.58934357072576,-3.714296613470651,-6.875046957255108,2.5182945190339198e-05,0.024372578430592255,248046,<|im_end|>
18,SU −0.85σ,SU,-0.85,-10.279498001895263,-3.3419786941376515,-6.937519307757611,3.432975792627125e-05,0.035366908147294734,248046,<|im_end|>
19,SU −0.85σ,SU,-0.85,-9.76422573797754,-3.201691054913681,-6.562534683063859,5.747124984052369e-05,0.040693331103355775,248046,<|im_end|>
20,SU −0.85σ,SU,-0.85,-9.989102519699372,-3.5202673118910752,-6.468835207808297,4.5897380157776106e-05,0.029591523944331687,248046,<|im_end|>
21,SU −0.85σ,SU,-0.85,-9.503708025556989,-2.44118776434334,-7.062520261213649,7.457479133992463e-05,0.08705738636871779,248046,<|im_end|>
22,SU −0.85σ,SU,-0.85,-9.370493190494017,-2.8079464701149845,-6.562546720379032,8.52013575565163e-05,0.060328752172190525,248046,<|im_end|>
23,SU −0.85σ,SU,-0.85,-9.67293469334254,-3.0166877919691615,-6.656246901373379,6.296480154495422e-05,0.048963126137483,248046,<|im_end|>
24,SU −0.85σ,SU,-0.85,-10.114338328508893,-3.5517490728525445,-6.5625892556563485,4.0494745682254146e-05,0.028674442079226203,248046,<|im_end|>
25,SU −0.85σ,SU,-0.85,-9.46866468215012,-2.999803496146342,-6.468861186003778,7.723447122380873e-05,0.04979685267995661,248046,<|im_end|>
26,SU −0.85σ,SU,-0.85,-9.741991184084327,-2.8044618650892517,-6.937529318995075,5.876340950537732e-05,0.06053934074110997,248046,<|im_end|>
27,SU −0.85σ,SU,-0.85,-9.867787859489908,-3.023983512655832,-6.843804346834077,5.18172289135945e-05,0.04860720477539331,248046,<|im_end|>
28,SU −0.85σ,SU,-0.85,-10.069876569483313,-3.6948205533844884,-6.375056016098824,4.233583914672332e-05,0.024851912854035187,248046,<|im_end|>
29,SU −0.85σ,SU,-0.85,-10.351622027053963,-3.4453143480059225,-6.906307679048041,3.194093867045562e-05,0.031894734420444534,248046,<|im_end|>
0,SU −0.8σ,SU,-0.8,-9.777146583110152,-2.9021292996403645,-6.875017283469788,5.673344948831204e-05,0.05490618378059881,248046,<|im_end|>
1,SU −0.8σ,SU,-0.8,-9.457242017429962,-3.0197223501018016,-6.437519667328161,7.812175260481748e-05,0.048814769896527166,248046,<|im_end|>
2,SU −0.8σ,SU,-0.8,-8.964583880355349,-1.7770632597384974,-7.187520620616851,0.00012785881886934173,0.16913412162277316,248046,<|im_end|>
3,SU −0.8σ,SU,-0.8,-9.300596485671122,-2.4880794412310934,-6.812517044440028,9.136971449501935e-05,0.08306935304505755,248046,<|im_end|>
4,SU −0.8σ,SU,-0.8,-8.443321827777254,-2.193308835179778,-6.250012992597476,0.00021533365957919818,0.11154704652125177,248046,<|im_end|>
5,SU −0.8σ,SU,-0.8,-8.430698280404613,-2.3681806393142324,-6.0625176410903805,0.00021806916378929256,0.09365095624422362,248046,<|im_end|>
6,SU −0.8σ,SU,-0.8,-9.094798095771694,-2.407282004598528,-6.6875160911731655,0.0001122481967822407,0.09005974418585043,248046,<|im_end|>
7,SU −0.8σ,SU,-0.8,-9.729509480530396,-2.2294839731475804,-7.500025507382816,5.95014735287423e-05,0.10758393201214123,248046,<|im_end|>
8,SU −0.8σ,SU,-0.8,-9.420917751878733,-2.3584003486757865,-7.062517403202946,8.101163660024833e-05,0.09457138350102817,248046,<|im_end|>
9,SU −0.8σ,SU,-0.8,-9.801955586895929,-3.1144272186793387,-6.68752836821659,5.5343264974217774e-05,0.04440393360862742,248046,<|im_end|>
10,SU −0.8σ,SU,-0.8,-9.33049810459488,-2.830472954272409,-6.500025150322472,8.867805514666208e-05,0.05898494988730446,248046,<|im_end|>
11,SU −0.8σ,SU,-0.8,-9.080710535003163,-2.3931881260868977,-6.687522408916266,0.0001138406909174925,0.09133802206635623,248046,<|im_end|>
12,SU −0.8σ,SU,-0.8,-6.461089866090333,-2.711097970837727,-3.749991895252606,0.0015630912216120889,0.06646379133332342,248046,<|im_end|>
13,SU −0.8σ,SU,-0.8,-9.843902239750605,-2.9688859103771392,-6.875016329373466,5.306981538963213e-05,0.05136049866812912,248046,<|im_end|>
14,SU −0.8σ,SU,-0.8,-8.976131206618447,-2.1636337097443175,-6.81249749687413,0.00012639088305042842,0.11490682346822101,248046,<|im_end|>
15,SU −0.8σ,SU,-0.8,-9.342362649025745,-2.5298347577190725,-6.812527891306672,8.763214730050406e-05,0.07967218441171164,248046,<|im_end|>
16,SU −0.8σ,SU,-0.8,-8.770843154808972,-2.1458181240595877,-6.625025030749384,0.00015519267401995103,0.11697230003412745,248046,<|im_end|>
17,SU −0.8σ,SU,-0.8,-9.838580494331836,-2.7135583238414256,-7.125022170490411,5.335299226585859e-05,0.06630046794366307,248046,<|im_end|>
18,SU −0.8σ,SU,-0.8,-9.665272598904266,-2.477771168545587,-7.1875014303586795,6.344909678930897e-05,0.08393008328728976,248046,<|im_end|>
19,SU −0.8σ,SU,-0.8,-9.091454509936739,-2.403931504850334,-6.687523005086405,0.00011262413640596462,0.09036199539962322,248046,<|im_end|>
20,SU −0.8σ,SU,-0.8,-9.329867969165207,-2.7673306626238627,-6.562537306541344,8.873395194047007e-05,0.0628294942169808,248046,<|im_end|>
21,SU −0.8σ,SU,-0.8,-8.951800350478152,-1.6392920066427905,-7.312508343835361,0.0001295037978175634,0.19411742750043418,248046,<|im_end|>
22,SU −0.8σ,SU,-0.8,-8.825348977719841,-2.1378277607436758,-6.687521216976165,0.00014696016743714362,0.11791069527603718,248046,<|im_end|>
23,SU −0.8σ,SU,-0.8,-9.090728536612005,-2.340729251736775,-6.74999928487523,0.00011270592821045836,0.09625741674069772,248046,<|im_end|>
24,SU −0.8σ,SU,-0.8,-9.587480919377413,-2.899953983403975,-6.6875269359734375,6.858196769487012e-05,0.05502575209595403,248046,<|im_end|>
25,SU −0.8σ,SU,-0.8,-8.7809398258687,-2.155890480891685,-6.625049344977015,0.00015363362846896862,0.11580002697579346,248046,<|im_end|>
26,SU −0.8σ,SU,-0.8,-9.148936636593135,-2.148917565587908,-7.000019071005227,0.00010633281307265777,0.1166103124991251,248046,<|im_end|>
27,SU −0.8σ,SU,-0.8,-9.42060709605721,-2.4830904088012176,-6.937516687255993,8.103680724627067e-05,0.08348482427928715,248046,<|im_end|>
28,SU −0.8σ,SU,-0.8,-9.42098534516117,-2.7334737830024096,-6.687511562158761,8.100616094287577e-05,0.06499312505906699,248046,<|im_end|>
29,SU −0.8σ,SU,-0.8,-9.800250182830496,-2.7377296819759067,-7.062520500854589,5.543772812932878e-05,0.064717108650435,248046,<|im_end|>
0,SU −0.75σ,SU,-0.75,-9.124697924788052,-1.999695302296459,-7.125002622491593,0.00010894167346423559,0.13537652586957166,248046,<|im_end|>
1,SU −0.75σ,SU,-0.75,-8.651921392622171,-1.9644142404249578,-6.687507152197213,0.00017479068377896238,0.14023800831783764,248046,<|im_end|>
2,SU −0.75σ,SU,-0.75,-8.513204933569796,-1.0756968277892156,-7.43750810578058,0.00020079924430606438,0.34106001238325895,248046,<|im_end|>
3,SU −0.75σ,SU,-0.75,-8.510055425220344,-1.5100454123748932,-7.0000100128454505,0.00020143266015322747,0.22089994614042754,248046,<|im_end|>
4,SU −0.75σ,SU,-0.75,-7.597840786878805,-1.3478336346634023,-6.250007152215403,0.0005015331821849802,0.25980247852518745,248046,<|im_end|>
5,SU −0.75σ,SU,-0.75,-7.682897092025087,-1.3078925622830866,-6.375004529742,0.0004606384518262578,0.27038928494448394,248046,<|im_end|>
6,SU −0.75σ,SU,-0.75,-8.419028403281118,-1.606517436746799,-6.812510966534319,0.00022062891105306868,0.20058494888619946,248046,<|im_end|>
7,SU −0.75σ,SU,-0.75,-8.93291461654735,-1.1829059148731176,-7.750008701674233,0.0001319728132857047,0.3063871088719185,248046,<|im_end|>
8,SU −0.75σ,SU,-0.75,-8.7273290164012,-1.289825797881349,-7.437503218519851,0.00016209483117076622,0.27531874002034745,248046,<|im_end|>
9,SU −0.75σ,SU,-0.75,-8.970048310395214,-2.0950365094540757,-6.875011800941138,0.0001271620487582087,0.1230657505085806,248046,<|im_end|>
10,SU −0.75σ,SU,-0.75,-8.54836833596346,-1.798358442101744,-6.750009893861716,0.00019386115791689937,0.16557045875551338,248046,<|im_end|>
11,SU −0.75σ,SU,-0.75,-8.22486221890722,-1.3498483913281234,-6.875013827579096,0.0002679092594555032,0.2592795666969988,248046,<|im_end|>
12,SU −0.75σ,SU,-0.75,-5.307216170251195,-1.6197206998767797,-3.687495470374415,0.004955703367319381,0.19795397993426872,248046,<|im_end|>
13,SU −0.75σ,SU,-0.75,-9.147808553927462,-2.0228017594854464,-7.125006794442015,0.00010645283295932631,0.1322843165497834,248046,<|im_end|>
14,SU −0.75σ,SU,-0.75,-8.12977838631923,-1.0672783863265067,-7.062499999992724,0.00029463348838306113,0.34394332560618623,248046,<|im_end|>
15,SU −0.75σ,SU,-0.75,-8.57157254392223,-1.6965590741674532,-6.8750134697547765,0.0001894145527842006,0.1833132072351069,248046,<|im_end|>
16,SU −0.75σ,SU,-0.75,-8.238750340424303,-1.4262435459459084,-6.812506794478395,0.0002642142210670755,0.2402095657688304,248046,<|im_end|>
17,SU −0.75σ,SU,-0.75,-9.188204766796844,-1.75069940270987,-7.437505364086974,0.00010223824154214847,0.17365244797557589,248046,<|im_end|>
18,SU −0.75σ,SU,-0.75,-9.001187206795294,-1.7511817234953924,-7.250005483299901,0.00012326337806484452,0.17356871198588789,248046,<|im_end|>
19,SU −0.75σ,SU,-0.75,-8.40311229321378,-1.5281025185395265,-6.875009774674254,0.00022416855907678935,0.21694692978833507,248046,<|im_end|>
20,SU −0.75σ,SU,-0.75,-8.559474590372702,-1.8719519425940234,-6.687522647778678,0.0001917199987155032,0.1538231146956753,248046,<|im_end|>
21,SU −0.75σ,SU,-0.75,-8.322556258222903,-0.7600550661845773,-7.562501192038326,0.00024297396550013978,0.46764067511315477,33,B
22,SU −0.75σ,SU,-0.75,-8.141922117549257,-1.3294178262403875,-6.812504291308869,0.0002910771756458717,0.2646312778492137,248046,<|im_end|>
23,SU −0.75σ,SU,-0.75,-8.265046837324917,-1.1400477909410256,-7.124999046383891,0.0002573568699317162,0.31980373772951676,248046,<|im_end|>
24,SU −0.75σ,SU,-0.75,-8.627074721800454,-1.752059821927105,-6.875014899873349,0.00017918805414182575,0.17341636846818947,248046,<|im_end|>
25,SU −0.75σ,SU,-0.75,-8.20785749125207,-1.1453423526327242,-7.0625151386193465,0.00027250393836438625,0.31811499164100865,248046,<|im_end|>
26,SU −0.75σ,SU,-0.75,-8.56315398409788,-1.3131485008561867,-7.250005483241694,0.00019101588151180642,0.26897186367456216,248046,<|im_end|>
27,SU −0.75σ,SU,-0.75,-8.733896256871958,-1.546386124631681,-7.187510132240277,0.00016103380326150277,0.213016399211808,248046,<|im_end|>
28,SU −0.75σ,SU,-0.75,-8.695543290610658,-1.9455322047651862,-6.750011085845472,0.00016732989238126553,0.14291114510286698,248046,<|im_end|>
29,SU −0.75σ,SU,-0.75,-9.099755408853525,-1.849746468855301,-7.250008939998224,0.00011169312429870165,0.15727703588626799,248046,<|im_end|>
0,SU −0.7σ,SU,-0.7,-8.280695319430379,-1.030693054513904,-7.250002264916475,0.0002533609719677219,0.35675962100343134,248046,<|im_end|>
1,SU −0.7σ,SU,-0.7,-7.724589586494403,-0.9120875599783176,-6.812502026516086,0.0004418281349335803,0.4016848070447373,248046,<|im_end|>
2,SU −0.7σ,SU,-0.7,-8.163070559810876,-0.350571155842772,-7.812499403968104,0.0002849859834418378,0.7042857179183796,33,B
3,SU −0.7σ,SU,-0.7,-7.877540827572375,-0.7525414832052775,-7.124999344367097,0.0003791643417128623,0.47116756532904264,33,B
4,SU −0.7σ,SU,-0.7,-6.990645170364587,-0.42814505115893553,-6.562500119205652,0.0009204524913919366,0.6517168756542799,33,B
